3.065146931200000147e+00,3.065146931200000147e+00,1.674671541099999938e+00,1.938281925599999900e+00
3.065146931200000147e+00,3.065145122900000185e+00,1.904965677200000096e+00,1.674671541099999938e+00
3.065145122900000185e+00,3.065146980400000221e+00,1.895021100699999961e+00,1.904965677200000096e+00
3.065146980400000221e+00,3.065148716099999948e+00,1.704186455699999936e+00,1.895021100699999961e+00
3.065148716099999948e+00,3.065146383200000102e+00,1.413325308699999949e+00,1.704186455699999936e+00
3.065146383200000102e+00,3.065143723599999870e+00,1.339682736899999949e+00,1.413325308699999949e+00
3.065143723599999870e+00,3.065148806099999845e+00,1.389054656000000110e+00,1.339682736899999949e+00
3.065148806099999845e+00,3.065148734800000163e+00,1.387011260400000001e+00,1.389054656000000110e+00
3.065148734800000163e+00,3.065146931200000147e+00,1.406891354200000110e+00,1.387011260400000001e+00
3.065146931200000147e+00,3.065147719900000123e+00,1.502224211499999962e+00,1.406891354200000110e+00
3.065147719900000123e+00,3.065149342299999802e+00,1.630647100400000049e+00,1.502224211499999962e+00
3.065149342299999802e+00,3.065146931200000147e+00,1.972939270299999936e+00,1.630647100400000049e+00
3.065146931200000147e+00,3.065146931200000147e+00,2.119683494199999796e+00,1.972939270299999936e+00
3.065146931200000147e+00,3.065146931200000147e+00,2.222865077599999850e+00,2.119683494199999796e+00
3.065146931200000147e+00,3.065146931200000147e+00,2.142749610100000091e+00,2.222865077599999850e+00
3.065146931200000147e+00,3.065146931200000147e+00,2.157941022000000153e+00,2.142749610100000091e+00
3.065146931200000147e+00,3.065147000400000099e+00,2.198696021900000019e+00,2.157941022000000153e+00
3.065147000400000099e+00,3.065146969799999788e+00,2.309135293000000200e+00,2.198696021900000019e+00
3.065146969799999788e+00,3.065146799999999949e+00,2.510156573799999791e+00,2.309135293000000200e+00
3.065146799999999949e+00,3.065146931200000147e+00,2.774071331700000087e+00,2.510156573799999791e+00
3.065146931200000147e+00,3.065146931200000147e+00,2.993560437899999815e+00,2.774071331700000087e+00
3.065146931200000147e+00,3.065146931200000147e+00,2.932348297199999898e+00,2.993560437899999815e+00
3.065146931200000147e+00,3.065146931200000147e+00,2.812957072400000147e+00,2.932348297199999898e+00
3.065146931200000147e+00,3.065146931200000147e+00,2.518371688599999825e+00,2.812957072400000147e+00
