1.195868429401940602e+00,1.195868429401940602e+00,6.533738416367973478e-01,7.562215496136019954e-01
1.076584278677729101e+00,1.076583643541014768e+00,6.690890014500175953e-01,5.882018361812828555e-01
1.047732472018750638e+00,1.047733106952167814e+00,6.477589356309511048e-01,6.511582055844946648e-01
1.120944193744996875e+00,1.120944828501780011e+00,6.232320749351103473e-01,6.930215462544342397e-01
9.730096839653207264e-01,9.730089434027895390e-01,4.486500784562622024e-01,5.409818831852525323e-01
8.096719817585609213e-01,8.096712792134509451e-01,3.538831236442057659e-01,3.733361348863159512e-01
1.057924066248594475e+00,1.057925820456407040e+00,4.794275513420700463e-01,4.623869992104973070e-01
7.781382995264664038e-01,7.781382814257920000e-01,3.521155584498253943e-01,3.526343079390115154e-01
7.206291442859048546e-01,7.206287202520855750e-01,3.307659759442430625e-01,3.260920836724697236e-01
6.803520569192663681e-01,6.803522319822175035e-01,3.334395887664088343e-01,3.122791331628488321e-01
6.562333504745073709e-01,6.562336978225261630e-01,3.491136832295781978e-01,3.216189618126241156e-01
6.469103931681459141e-01,6.469098842971335861e-01,4.163956716343673592e-01,3.441537227177021152e-01
6.682635455553403991e-01,6.682635455553403991e-01,4.621335417466151951e-01,4.301403559208418215e-01
8.170259487146204203e-01,8.170259487146204203e-01,5.925126885123653819e-01,5.650092660143587464e-01
1.169052607973095403e+00,1.169052607973095403e+00,8.172485939980828062e-01,8.478047788473327406e-01
1.182219473232563267e+00,1.182219473232563267e+00,8.323124325061325157e-01,8.264531430896066011e-01
1.429474881955400178e+00,1.429474914227804927e+00,1.025393172630337357e+00,1.006386498569092236e+00
1.581855881400038299e+00,1.581855865608041922e+00,1.191694637713549554e+00,1.134699325415551963e+00
1.554334943606547448e+00,1.554334857501027622e+00,1.272899510210307339e+00,1.170961689859601362e+00
1.556354193881594128e+00,1.556354260499503317e+00,1.408558164724115214e+00,1.274553215830668718e+00
1.541712339404309073e+00,1.541712339404309073e+00,1.505705654396198856e+00,1.395306684627763083e+00
1.560743231580618229e+00,1.560743231580618229e+00,1.493123448963049382e+00,1.524292080168171637e+00
1.570452757166058255e+00,1.570452757166058255e+00,1.441241248559283372e+00,1.502412305731145148e+00
1.573565147848890566e+00,1.573565147848890566e+00,1.292865238587071808e+00,1.444097562328201745e+00
1.543812792349963381e+00,1.543812792349963381e+00,1.046866323325901904e+00,1.268420247387799460e+00
1.305042501442733816e+00,1.305042501442733816e+00,9.481995078405980326e-01,8.849551267092303775e-01
1.498857382064160193e+00,1.498857382064160193e+00,1.066960114223696632e+00,1.089018810058154818e+00
1.585567224286085874e+00,1.585567224286085874e+00,1.029209809573789380e+00,1.128684427869879325e+00
1.578934285757230604e+00,1.578934285757230604e+00,9.382682521413402421e-01,1.024904293354966578e+00
1.547983252775566365e+00,1.547983252775566365e+00,8.870094577596104868e-01,9.198758643899096477e-01
1.340388872931249864e+00,1.340388872931249864e+00,7.527400708235454374e-01,7.680558592826978170e-01
1.078026953485145656e+00,1.078026953485145656e+00,6.273546514293428800e-01,6.054019857248702507e-01
9.714086481105940196e-01,9.714086481105940196e-01,5.604115874895910787e-01,5.653084385883754281e-01
1.014900890629042429e+00,1.014900890629042429e+00,5.493776638986350713e-01,5.855025280743315630e-01
1.214038560301846870e+00,1.214038560301846870e+00,6.280556886661691207e-01,6.571732021321816664e-01
1.555191098340191758e+00,1.555191098340191758e+00,8.095257648787165250e-01,8.045433219458005825e-01
1.643862371424302138e+00,1.643862371424302138e+00,9.542494236488657799e-01,8.556819448123558214e-01
1.674113478383596254e+00,1.674113478383596254e+00,1.107815331661546221e+00,9.718099578410530626e-01
1.697690746462773737e+00,1.697690746462773737e+00,1.058145162999734934e+00,1.123417176694193609e+00
1.673676576490320755e+00,1.673676576490320755e+00,1.030727661387781158e+00,1.043177491265204537e+00
1.642557806661402608e+00,1.642557806661402608e+00,1.123216899747928155e+00,1.011563279629935197e+00
1.633953962880635213e+00,1.633953962880635213e+00,1.033250119684842705e+00,1.117333403472694053e+00
1.565893339296710707e+00,1.565893339296710707e+00,1.530965815252506745e+00,1.516483981233803346e+00
1.576546078839920373e+00,1.576546078839920373e+00,1.532645369882340791e+00,1.541380943582235430e+00
1.635453957153865989e+00,1.635453957153865989e+00,1.398033565633941766e+00,1.589912891687917273e+00
1.647253735551311937e+00,1.647253735551311937e+00,1.300795442620810149e+00,1.408120359086311391e+00
1.685411643392144887e+00,1.685411643392144887e+00,1.312713544143499833e+00,1.330927796579435718e+00
1.666140869840714522e+00,1.666140869840714522e+00,1.280529033170815012e+00,1.297704151306880549e+00
1.670518746553071088e+00,1.670518746553071088e+00,1.307510430637631504e+00,1.283893693587764506e+00
1.652548216383505908e+00,1.652548216383505908e+00,1.376528678170090281e+00,1.293444946075259727e+00
1.656096550823433988e+00,1.656096550823433988e+00,1.476626753280571691e+00,1.379484346312099818e+00
1.719274439637398233e+00,1.719274439637398233e+00,1.632368642303811290e+00,1.532958107145236060e+00
1.823813474247623079e+00,1.823813474247623079e+00,1.860911522258936968e+00,1.731623443085025471e+00
1.732453032445427032e+00,1.732453032445427032e+00,1.887659281023662539e+00,1.767692724816666061e+00
1.657018094995057922e+00,1.657018094995057922e+00,1.917084198281212570e+00,1.805466311214471320e+00
1.602600242317291812e+00,1.602600242317291812e+00,1.955447730051485866e+00,1.854125558428066256e+00
1.572115644052573868e+00,1.572115644052573868e+00,1.752335861250724491e+00,1.918251280865830521e+00
1.389326565767301291e+00,1.389326565767301291e+00,1.423230432056223238e+00,1.548592670897014356e+00
1.358854408075539588e+00,1.358854408075539588e+00,1.293426429855525583e+00,1.392014659446721758e+00
1.290723794838658955e+00,1.290723794838658955e+00,1.223485276478955663e+00,1.228576262450433498e+00
1.025628407948335319e+00,1.025628407948335319e+00,9.466425394886827105e-01,9.721996768644031173e-01
9.878086564151123961e-01,9.878086564151123961e-01,8.692358160979103410e-01,9.117353690585471293e-01
1.051493721169614037e+00,1.051493721169614037e+00,8.618864268890951141e-01,9.252763649183940453e-01
9.769874926583310693e-01,9.769874926583310693e-01,7.750789680669649684e-01,8.008152994256401147e-01
9.858494346493119620e-01,9.858494346493119620e-01,8.037674692736868076e-01,7.821094622186858247e-01
9.753654020427315885e-01,9.753654020427315885e-01,8.759321631726679769e-01,7.952197904296334219e-01
1.149793454419113958e+00,1.149793454419113958e+00,9.674359988763381324e-01,1.032578216965486684e+00
1.411585218455726265e+00,1.411585218455726265e+00,1.210020243922887540e+00,1.187707540486662827e+00
1.662893860170504112e+00,1.662893860170504112e+00,1.346076355357658461e+00,1.425443684160040192e+00
1.738189226411017918e+00,1.738189226411017918e+00,1.361160106485301169e+00,1.407026314096431197e+00
1.796013065003198017e+00,1.796013065003198017e+00,1.569474904951205341e+00,1.406441426320676369e+00
1.766205883865540116e+00,1.766205883865540116e+00,1.655990287448318332e+00,1.543427420278366657e+00
1.744211684100624771e+00,1.744211684100624771e+00,1.730491916015385545e+00,1.635368579909226572e+00
1.718215257632509596e+00,1.718215257632509596e+00,1.789055506714445576e+00,1.704699974441757915e+00
1.727700802609170694e+00,1.727700802609170694e+00,1.847667829394932459e+00,1.798932130961203857e+00
1.778084749207767823e+00,1.778084749207767823e+00,1.838390645308082050e+00,1.901550305520191886e+00
1.625407855364628729e+00,1.625407855364628729e+00,1.846121707264126055e+00,1.680535529841296949e+00
1.609573244769672451e+00,1.609573203180083345e+00,1.958223633364293725e+00,1.828136917631824510e+00
1.681346652704444500e+00,1.681346446948192019e+00,1.999294986086539661e+00,2.045543964511082891e+00
1.766004647235083658e+00,1.766004684685268389e+00,2.024559047445548821e+00,2.099962350431294311e+00
1.812257352962364676e+00,1.812257583134651240e+00,1.997973841568920994e+00,2.077583401707429278e+00
1.776937231824379904e+00,1.776937231824379904e+00,1.709071651017384896e+00,1.959033936640570017e+00
1.671140781368010808e+00,1.671140781368010808e+00,1.402450940055156137e+00,1.607315825873463222e+00
1.605493114101879559e+00,1.605493114101879559e+00,1.152499555129768094e+00,1.347358255048422881e+00
1.623115535135688070e+00,1.623115535135688070e+00,1.020687845342404421e+00,1.165149769710809968e+00
1.672874712209820425e+00,1.672874712209820425e+00,9.115026631627943798e-01,1.051978647589307592e+00
1.686412369414904022e+00,1.686412369414904022e+00,1.172959430043123641e+00,9.188789541099617875e-01
1.622650478912530447e+00,1.622650478912530447e+00,1.310132754358404927e+00,1.128610780745630482e+00
1.592153607669985593e+00,1.592153607669985593e+00,1.440000281840574825e+00,1.285509491098971502e+00
1.584909410427690624e+00,1.584909410427690624e+00,1.523245339816341026e+00,1.433448372514514624e+00
1.585408157585528333e+00,1.585408157585528333e+00,1.573454501261619232e+00,1.523724682218452253e+00
1.569144930234359414e+00,1.569144930234359414e+00,1.605277213224207244e+00,1.557313895349947241e+00
1.544629678707831077e+00,1.544629678707831077e+00,1.614852700498971672e+00,1.580197455520679917e+00
1.617521995359063380e+00,1.617521995359063380e+00,1.538394443690053182e+00,1.691058898018327872e+00
1.567488819192974114e+00,1.567488819192974114e+00,1.366598080882468924e+00,1.490808840257816126e+00
1.515051350698149779e+00,1.515051350698149779e+00,1.308183272083474291e+00,1.320881044222356415e+00
1.461936206739437916e+00,1.461936206739437916e+00,1.254603823660009665e+00,1.262320573905571841e+00
1.467650195074008401e+00,1.467650195074008401e+00,1.250869350125512591e+00,1.259507451862015515e+00
1.490975665720487564e+00,1.490975665720487564e+00,1.359546984595838781e+00,1.270749507132177047e+00
1.581831953562253590e+00,1.581831953562253590e+00,1.531919677018559911e+00,1.442394340865167601e+00
7.733518858433701126e-01,8.797001458338765678e-01,1.107460381768337054e+00,1.090447587327163070e+00
8.721252976809276136e-01,8.675725034525710866e-01,1.148472437397174417e+00,1.097924354899374677e+00
8.839365506264473815e-01,7.949213318623861158e-01,1.025945577633073480e+00,1.170134785003482003e+00
8.198798418676854771e-01,6.799472714554527508e-01,8.262661878911249369e-01,1.058157661946192096e+00
7.153138582625209185e-01,6.780417936908573751e-01,7.533458048578326460e-01,8.692433658085324533e-01
6.893448489453900541e-01,7.147495788689003371e-01,7.224696962324512750e-01,7.659041889239935896e-01
7.216429260001664403e-01,7.205813392775775039e-01,7.435532769395679642e-01,7.294374994395995682e-01
7.226608141897793436e-01,7.330187436326406347e-01,7.836797615320718613e-01,7.456990449479810046e-01
7.372366104323617719e-01,7.871927583387855476e-01,8.592643166820813638e-01,7.881891371469416097e-01
7.934357528505272539e-01,8.612653822477706056e-01,1.015724992301067608e+00,8.660788895504880625e-01
8.712273202180312870e-01,1.054108269652424212e+00,1.282089234095016961e+00,1.027473507423942722e+00
1.059407187318111232e+00,1.138204283527483707e+00,1.580486568021780114e+00,1.288534193770528802e+00
1.129437154059274029e+00,1.184415698839898612e+00,1.584165290023019645e+00,1.568312716134955043e+00
1.189246347417235894e+00,1.146384084630297728e+00,1.505667516185345001e+00,1.590626320396065330e+00
1.149596092886753240e+00,1.157746362840534005e+00,1.432731806380636908e+00,1.509886186488172743e+00
1.149957002885444224e+00,1.171675157858078187e+00,1.388755867827243140e+00,1.423092334284500549e+00
1.153665410029118155e+00,1.211613378146510600e+00,1.364947918031035989e+00,1.367409385563951085e+00
1.202186929294274842e+00,1.306843056209118892e+00,1.428136265833421126e+00,1.354328514211833978e+00
1.289615978034214017e+00,1.425204607117871003e+00,1.598141348357226432e+00,1.409310275230313714e+00
1.413115442403425348e+00,1.524923470505021195e+00,1.746680413970848500e+00,1.584585263918005360e+00
1.534265703089041866e+00,1.502893131852580444e+00,1.787391975305762992e+00,1.757381209776597952e+00
1.524521872089366958e+00,1.462450618917655598e+00,1.699206873115558292e+00,1.813115052959029860e+00
1.483587802337402284e+00,1.328219884909611626e+00,1.598055404463729845e+00,1.723765956944125044e+00
1.379186543522827435e+00,1.138285161382223576e+00,1.461795844033388025e+00,1.659376233318697436e+00
1.158841857514103513e+00,1.241659882853014318e+00,1.596097281760667119e+00,1.488194934518016543e+00
1.218620645226356602e+00,1.193936790455102370e+00,1.549640838068715443e+00,1.566481390116288619e+00
1.178867044238213868e+00,1.074969669248510007e+00,1.436102959845014126e+00,1.530081432291362065e+00
1.078994298742632640e+00,9.877859828625871197e-01,1.291869793206759542e+00,1.441479653247749404e+00
9.965817360819940740e-01,9.609746918639964219e-01,1.176219128525369806e+00,1.303373264697338163e+00
9.679628500240937683e-01,9.486607197582915818e-01,1.115516912042407549e+00,1.184772533074581968e+00
9.483531508387503806e-01,9.827416731446678710e-01,1.126530561909113493e+00,1.115155246038723735e+00
9.810275306806736095e-01,9.725296109369895303e-01,1.101847720458974278e+00,1.124565616363478293e+00
9.828862849317431261e-01,9.222432785555069179e-01,1.084496734561245956e+00,1.113581530416350995e+00
9.300426207409607793e-01,8.888350236485528244e-01,1.099284647609976018e+00,1.093668242045799044e+00
8.903984076781964463e-01,8.959125411409992745e-01,1.176969960328267284e+00,1.101218194349675050e+00
9.004140610590409821e-01,1.004134309506021561e+00,1.360897971462584177e+00,1.182883655556383085e+00
1.009509585127224440e+00,1.150791043907105848e+00,1.684140430356205753e+00,1.368183054364039863e+00
1.144519161178145783e+00,1.078021094465457574e+00,1.880199337970558382e+00,1.674961760315090142e+00
1.063336065962000365e+00,1.050645653031694993e+00,1.917493570778377565e+00,1.854586869891749368e+00
1.027904444919507609e+00,1.141361758685014882e+00,1.790293645578288073e+00,1.875989453551961228e+00
1.109151764535015072e+00,1.025684177965655808e+00,1.430463765870080728e+00,1.739770358450378751e+00
9.802312163753713614e-01,8.469177265085006123e-01,1.194177461051468159e+00,1.367073088697556837e+00
1.643366710519750917e+00,1.634053145903897164e+00,1.627845670456020466e+00,1.675781322061601131e+00
