2.132230339199496072e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.132230339199496072e+01
2.132230340010292835e+01,-2.100937338983237257e-01,0.000000000000000000e+00,2.100937420062919947e-01,2.132230339199496072e+01
2.132243896841247377e+01,-2.080236302977971075e-01,-2.070103680418704239e-03,2.102293022877618212e-01,2.132230340010292835e+01
2.132270979188734472e+01,-2.059739239211029194e-01,-4.121145843955225686e-03,2.103658932399281867e-01,2.132243896841247377e+01
2.132311550449783155e+01,-2.039444137895408682e-01,-6.153324463719364937e-03,2.105034508637471380e-01,2.132270979188734472e+01
2.132365568158341063e+01,-2.019349009046991217e-01,-8.166834931546891260e-03,2.106419129218247421e-01,2.132311550449783155e+01
2.132432983333952947e+01,-1.999451882289387805e-01,-1.016187010079141681e-02,2.107812100858482973e-01,2.132365568158341063e+01
2.132513740575044636e+01,-1.979750806660840745e-01,-1.213862024146814336e-02,2.109212733184676336e-01,2.132432983333952947e+01
2.132607778176425128e+01,-1.960243850422903611e-01,-1.409727306857504019e-02,2.110620341246711162e-01,2.132513740575044636e+01
2.132715027910712635e+01,-1.940929100870990298e-01,-1.603801377261183242e-02,2.112034212025853119e-01,2.132607778176425128e+01
2.132835415899123532e+01,-1.921804664146816166e-01,-1.796102501679779431e-02,2.113453713155868940e-01,2.132715027910712635e+01
2.132968852325952369e+01,-1.902868665052782904e-01,-1.986648704144248351e-02,2.114877178150091908e-01,2.132835415899123532e+01
2.133115188753770752e+01,-1.884119246867996533e-01,-2.175457666887576150e-02,2.116298656338579387e-01,2.132968852325952369e+01
2.133274402453005436e+01,-1.865554571166366249e-01,-2.362546311581810790e-02,2.117730572247999432e-01,2.133115188753770752e+01
2.133446402305245115e+01,-1.847172817636173470e-01,-2.547932617383943249e-02,2.119166064598529964e-01,2.133274402453005436e+01
2.133631085303393959e+01,-1.828972183901722837e-01,-2.731633710239803753e-02,2.120603854740604477e-01,2.133446402305245115e+01
2.133828312318112452e+01,-1.810950885346508388e-01,-2.913666421360811692e-02,2.122040228954422958e-01,2.133631085303393959e+01
2.134038009570035754e+01,-1.793107154938274883e-01,-3.094047050194794965e-02,2.123481585150102102e-01,2.133828312318112452e+01
2.134260065518256511e+01,-1.775439243055851324e-01,-3.272792365988562435e-02,2.124924074476783886e-01,2.134038009570035754e+01
2.134494365217066303e+01,-1.757945417317314241e-01,-3.449918593521095200e-02,2.126367246550401324e-01,2.134260065518256511e+01
2.134740790362003438e+01,-1.740623962410514092e-01,-3.625441753327351274e-02,2.127810652236973299e-01,2.134494365217066303e+01
2.134999219393225545e+01,-1.723473179924576715e-01,-3.799377663833899965e-02,2.129253849430161605e-01,2.134740790362003438e+01
2.135269528586529475e+01,-1.706491388183412616e-01,-3.971741944042794098e-02,2.130696501918070418e-01,2.134999219393225545e+01
2.135551475324488635e+01,-1.689676922081098931e-01,-4.142550025930580304e-02,2.132126598470055756e-01,2.135269528586529475e+01
2.135845041019914348e+01,-1.673028132918113198e-01,-4.311816005923704148e-02,2.133566303053065771e-01,2.135551475324488635e+01
2.136150092239398290e+01,-1.656543388240242221e-01,-4.479556025421611853e-02,2.135004112730792269e-01,2.135845041019914348e+01
2.136466492986514254e+01,-1.640221071677986364e-01,-4.645784933366989972e-02,2.136439639726276929e-01,2.136150092239398290e+01
2.136794072565899683e+01,-1.624059582788547340e-01,-4.810517394183763673e-02,2.137869280145478501e-01,2.136466492986514254e+01
2.137132721956091430e+01,-1.608057336898452150e-01,-4.973767572703537143e-02,2.139299033187994914e-01,2.136794072565899683e+01
2.137482298316048102e+01,-1.592212764948592874e-01,-5.135550085303877688e-02,2.140725409474645846e-01,2.137132721956091430e+01
2.137842656980029332e+01,-1.576524313340024741e-01,-5.295879060526861859e-02,2.142148085790827050e-01,2.137482298316048102e+01
2.138213651574485397e+01,-1.560990443781845594e-01,-5.454768455855571463e-02,2.143566748813001965e-01,2.137842656980029332e+01
2.138595134143768206e+01,-1.545609633140284100e-01,-5.612232060374169190e-02,2.144981096105968155e-01,2.138213651574485397e+01
2.138986955372569554e+01,-1.530380373289444706e-01,-5.768283497500025642e-02,2.146390845919588786e-01,2.138595134143768206e+01
2.139388964640542667e+01,-1.515301170963212207e-01,-5.922936228654222812e-02,2.147795720625946536e-01,2.138986955372569554e+01
2.139801010357708932e+01,-1.500370547609073957e-01,-6.076203555263915562e-02,2.149195474852106935e-01,2.139388964640542667e+01
2.140222939899172516e+01,-1.485587039243078111e-01,-6.228098623516946375e-02,2.150589855741119050e-01,2.139801010357708932e+01
2.140654600016256026e+01,-1.470949196306142182e-01,-6.378634425154046383e-02,2.151978650529902393e-01,2.140222939899172516e+01
2.141095836772610639e+01,-1.456455583522135722e-01,-6.527823802941171150e-02,2.153361639451716047e-01,2.140654600016256026e+01
2.141546495793573257e+01,-1.442104779757005240e-01,-6.675679451447308344e-02,2.154738626998012052e-01,2.141095836772610639e+01
2.142006422310153724e+01,-1.427895377879462580e-01,-6.822213920894906747e-02,2.156109421627015188e-01,2.141546495793573257e+01
2.142475461423599725e+01,-1.413825984623019172e-01,-6.967439618973021720e-02,2.157473857864911915e-01,2.142006422310153724e+01
2.142953433494131943e+01,-1.399895220449445254e-01,-7.111368814810260786e-02,2.158829308983706285e-01,2.142475461423599725e+01
2.143440232818854341e+01,-1.386101719413267708e-01,-7.254013397826818144e-02,2.160182991668186669e-01,2.142953433494131943e+01
2.143935679908698333e+01,-1.372444129028185245e-01,-7.395385851370743502e-02,2.161527423149643690e-01,2.143440232818854341e+01
2.144439620224253318e+01,-1.358921110134148347e-01,-7.535497798493660804e-02,2.162864921539009999e-01,2.143935679908698333e+01
2.144951899640715354e+01,-1.345531336766213337e-01,-7.674360976131487655e-02,2.164195376025581374e-01,2.144439620224253318e+01
2.145472364517339159e+01,-1.332273496024437287e-01,-7.811986994654873673e-02,2.165518683152298784e-01,2.144951899640715354e+01
2.146000861814396288e+01,-1.319146287945290319e-01,-7.948387339840852495e-02,2.166834751635084433e-01,2.145472364517339159e+01
2.146537239127419738e+01,-1.306148425374012434e-01,-8.083573375299925312e-02,2.168143494206358213e-01,2.146000861814396288e+01
2.147081344843491379e+01,-1.293278633838487457e-01,-8.217556344075541142e-02,2.169444839853195417e-01,2.146537239127419738e+01
2.147633028213925499e+01,-1.280535651424297428e-01,-8.350347371433701482e-02,2.170738725611071063e-01,2.147081344843491379e+01
2.148192139376633136e+01,-1.267918228650965207e-01,-8.481957466816461566e-02,2.172025091603359270e-01,2.147633028213925499e+01
2.148758529485598956e+01,-1.255425128349495212e-01,-8.612397525287437960e-02,2.173303891774830687e-01,2.148192139376633136e+01
2.149332050767248248e+01,-1.243055125540909467e-01,-8.741678330020659360e-02,2.174575086707889737e-01,2.148758529485598956e+01
2.149912556504419925e+01,-1.230807007316252616e-01,-8.869810554057060148e-02,2.175838636439142715e-01,2.149332050767248248e+01
2.150499901268294423e+01,-1.218679572717802639e-01,-8.996804761335874812e-02,2.177094525238842948e-01,2.149912556504419925e+01
